5	RV   	11.1	10.1	10.5	12.7	12.6	19.1	12.8	3.7	4.1	6.7	9.1	13.2	 Index ---> -1.98
6	MID  	2.8	2.2	5.4	4.7	5.1	4.1	4.9	5.8	1.6	5.7	8.4	11.5	 Index ---> -0.68
7	MID  	21.8	8.4	10.1	10.9	6.3	6.3	8.1	8.1	2.0	11.2	12.3	24.4	 Index ---> -2.97
8	SMALL	3.3	2.6	4.6	4.3	4.6	4.6	5.5	5.6	0.5	4.9	7.0	12.3	 Index ---> -0.51
9	RV   	5.1	3.0	4.0	3.6	2.6	3.5	3.7	4.0	2.9	3.6	7.6	12.1	 Index ---> -0.62
10	RV   	5.4	4.7	4.7	4.1	4.6	6.6	5.0	5.8	6.4	6.2	7.7	13.2	 Index ---> -1.32
11	RV   	10.9	9.9	10.7	13.0	12.5	19.5	12.9	3.8	4.2	6.6	9.1	13.1	 Index ---> -1.98
12	RV   	5.3	4.9	6.7	5.6	4.2	7.8	9.4	8.0	3.8	5.7	5.9	10.2	 Index ---> -0.96
13	MID  	4.3	3.9	7.1	5.9	6.9	5.6	7.0	7.9	7.0	10.1	11.4	14.1	 Index ---> -1.41
14	SMALL	3.2	2.7	4.4	4.5	4.6	4.7	5.5	5.6	0.5	4.9	6.9	12.5	 Index ---> -0.51
15	RV   	5.7	6.0	6.4	8.0	7.6	13.1	14.1	3.4	2.7	3.8	4.2	9.8	 Index ---> -1.69
16	MID  	3.7	4.2	4.1	3.7	3.9	4.0	4.5	3.8	3.6	6.0	6.0	8.3	 Index ---> -0.80
17	RV   	3.8	2.9	2.9	3.8	4.5	6.5	8.4	4.6	2.5	4.2	4.6	8.0	 Index ---> -1.03
18	RV   	5.4	5.0	6.8	5.6	4.1	7.7	9.6	7.9	3.9	5.6	5.9	10.5	 Index ---> -0.96
19	RV   	3.7	2.9	2.9	3.8	4.5	6.5	8.3	4.6	2.4	4.2	4.5	8.2	 Index ---> -1.03
20	MID  	6.2	6.0	10.2	4.9	6.3	5.5	8.9	6.8	2.1	7.3	12.7	19.1	 Index ---> -1.04
21	RV   	5.4	4.9	6.8	5.7	4.0	7.5	9.6	7.9	3.9	5.7	5.8	10.6	 Index ---> -0.97
22	RV   	5.3	3.1	4.2	3.6	2.6	3.5	3.7	4.1	2.9	3.6	7.4	11.9	 Index ---> -0.63
23	RV   	5.6	5.3	5.5	6.4	5.4	7.3	8.3	6.9	3.7	4.9	9.1	12.6	 Index ---> -0.99
24	RV   	5.2	3.1	4.2	3.6	2.6	3.6	3.9	4.0	2.9	3.7	7.5	11.8	 Index ---> -0.64
25	MID  	7.5	5.6	5.6	5.5	4.1	6.9	5.7	6.9	1.8	5.3	6.7	13.1	 Index ---> -1.25
26	MID  	2.8	2.1	5.4	4.8	4.9	4.2	5.1	5.9	1.6	5.8	8.3	11.6	 Index ---> -0.71
27	RV   	9.9	11.6	13.2	24.8	5.0	1.7	2.2	2.1	2.1	6.4	9.0	12.7	 Index ---> 0.15
28	RV   	6.3	4.1	4.9	4.8	3.3	3.6	5.0	4.8	1.8	3.9	5.7	8.4	 Index ---> -0.56
29	MID  	5.5	5.0	7.3	7.7	5.7	7.7	9.9	6.3	2.1	8.0	11.1	15.1	 Index ---> -1.13
30	SMALL	6.6	5.0	5.1	5.9	5.0	5.0	20.3	8.3	3.2	7.9	10.4	16.8	 Index ---> -1.67
31	RV   	10.9	10.1	10.6	12.8	12.8	19.2	13.1	3.7	4.1	6.7	9.2	13.1	 Index ---> -1.98

 ***** Prediction on test file ***** 
 *****        4st MODEL        ***** 
1	SMALL	2.0	3.1	2.2	2.2	3.2	3.1	3.8	3.8	0.6	3.8	4.6	7.8	 Index ---> 0.58
2	SMALL	3.9	2.9	6.2	4.2	4.2	6.0	5.1	5.1	6.8	4.6	5.7	11.9	 Index ---> 0.93
3	RV   	5.9	5.4	5.5	6.2	5.6	7.2	8.0	6.8	3.7	4.8	9.3	12.3	 Index ---> 1.03
4	SMALL	5.8	5.0	5.3	5.4	5.1	5.1	7.5	8.8	2.9	8.4	9.4	10.6	 Index ---> 0.90
5	RV   	11.1	10.1	10.5	12.7	12.6	19.1	12.8	3.7	4.1	6.7	9.1	13.2	 Index ---> 1.28
6	MID  	2.8	2.2	5.4	4.7	5.1	4.1	4.9	5.8	1.6	5.7	8.4	11.5	 Index ---> 0.82
7	MID  	21.8	8.4	10.1	10.9	6.3	6.3	8.1	8.1	2.0	11.2	12.3	24.4	 Index ---> 1.51
8	SMALL	3.3	2.6	4.6	4.3	4.6	4.6	5.5	5.6	0.5	4.9	7.0	12.3	 Index ---> 0.93
9	RV   	5.1	3.0	4.0	3.6	2.6	3.5	3.7	4.0	2.9	3.6	7.6	12.1	 Index ---> 0.69
10	RV   	5.4	4.7	4.7	4.1	4.6	6.6	5.0	5.8	6.4	6.2	7.7	13.2	 Index ---> 0.89
11	RV   	10.9	9.9	10.7	13.0	12.5	19.5	12.9	3.8	4.2	6.6	9.1	13.1	 Index ---> 1.31
12	RV   	5.3	4.9	6.7	5.6	4.2	7.8	9.4	8.0	3.8	5.7	5.9	10.2	 Index ---> 0.79
13	MID  	4.3	3.9	7.1	5.9	6.9	5.6	7.0	7.9	7.0	10.1	11.4	14.1	 Index ---> 1.08
14	SMALL	3.2	2.7	4.4	4.5	4.6	4.7	5.5	5.6	0.5	4.9	6.9	12.5	 Index ---> 0.95
15	RV   	5.7	6.0	6.4	8.0	7.6	13.1	14.1	3.4	2.7	3.8	4.2	9.8	 Index ---> 0.99
16	MID  	3.7	4.2	4.1	3.7	3.9	4.0	4.5	3.8	3.6	6.0	6.0	8.3	 Index ---> 0.54
17	RV   	3.8	2.9	2.9	3.8	4.5	6.5	8.4	4.6	2.5	4.2	4.6	8.0	 Index ---> 0.74
18	RV   	5.4	5.0	6.8	5.6	4.1	7.7	9.6	7.9	3.9	5.6	5.9	10.5	 Index ---> 0.79
19	RV   	3.7	2.9	2.9	3.8	4.5	6.5	8.3	4.6	2.4	4.2	4.5	8.2	 Index ---> 0.75
20	MID  	6.2	6.0	10.2	4.9	6.3	5.5	8.9	6.8	2.1	7.3	12.7	19.1	 Index ---> 1.41
21	RV   	5.4	4.9	6.8	5.7	4.0	7.5	9.6	7.9	3.9	5.7	5.8	10.6	 Index ---> 0.79
22	RV   	5.3	3.1	4.2	3.6	2.6	3.5	3.7	4.1	2.9	3.6	7.4	11.9	 Index ---> 0.69
23	RV   	5.6	5.3	5.5	6.4	5.4	7.3	8.3	6.9	3.7	4.9	9.1	12.6	 Index ---> 1.08
24	RV   	5.2	3.1	4.2	3.6	2.6	3.6	3.9	4.0	2.9	3.7	7.5	11.8	 Index ---> 0.68
25	MID  	7.5	5.6	5.6	5.5	4.1	6.9	5.7	6.9	1.8	5.3	6.7	13.1	 Index ---> 0.66
26	MID  	2.8	2.1	5.4	4.8	4.9	4.2	5.1	5.9	1.6	5.8	8.3	11.6	 Index ---> 0.84
27	RV   	9.9	11.6	13.2	24.8	5.0	1.7	2.2	2.1	2.1	6.4	9.0	12.7	 Index ---> 2.06
28	RV   	6.3	4.1	4.9	4.8	3.3	3.6	5.0	4.8	1.8	3.9	5.7	8.4	 Index ---> 0.59
29	MID  	5.5	5.0	7.3	7.7	5.7	7.7	9.9	6.3	2.1	8.0	11.1	15.1	 Index ---> 1.19
30	SMALL	6.6	5.0	5.1	5.9	5.0	5.0	20.3	8.3	3.2	7.9	10.4	16.8	 Index ---> 2.13
31	RV   	10.9	10.1	10.6	12.8	12.8	19.2	13.1	3.7	4.1	6.7	9.2	13.1	 Index ---> 1.31

 ***** Memory Base Predictions ***** 

 ***** Using MODEL #  1 Predictions ***** 
1	SMALL	3.2	2.6	4.5	4.5	4.4	4.7	5.4	5.5	4.6	4.9	7.0	12.7	 Predict : 0.24	 Expected : 3.18	92.37%
2	SMALL	3.1	2.7	5.4	3.8	4.2	10.1	6.0	8.8	3.1	6.2	7.2	6.7	 Predict : 1.02	 Expected : 3.81	73.15%
3	SMALL	3.3	4.3	5.4	6.0	6.1	8.0	7.1	6.6	2.5	5.0	11.0	11.1	 Predict : 0.75	 Expected : 3.25	77.05%
4	SMALL	6.6	4.9	5.3	5.7	5.1	5.1	20.5	8.3	3.2	8.0	10.6	17.4	 Predict : 0.88	 Expected : 4.10	78.50%
5	MID  	3.8	4.3	4.1	3.6	3.9	4.0	4.4	3.8	3.7	5.8	6.1	8.0	 Predict : 0.20	 Expected : 2.52	91.87%
6	MID  	2.3	1.7	2.0	2.0	2.1	2.7	2.6	1.5	2.4	4.4	3.5	5.9	 Predict : 0.08	 Expected : 1.71	95.58%
7	MID  	7.4	5.6	5.6	5.7	4.1	6.7	5.8	7.0	1.8	5.1	6.8	13.3	 Predict : 0.76	 Expected : 1.90	60.19%
8	RV   	4.8	3.3	4.5	3.5	2.4	3.0	4.4	4.1	4.7	4.2	5.4	7.3	 Predict : 0.28	 Expected : 2.26	87.49%
9	RV   	5.0	4.6	4.8	4.6	3.7	4.0	5.7	8.2	3.9	6.3	10.2	12.9	 Predict : 0.42	 Expected : 3.60	88.20%
10	RV   	5.8	6.0	6.4	8.2	7.6	13.2	14.3	3.4	2.7	3.7	4.2	9.4	 Predict : 0.96	 Expected : 1.64	41.19%
11	RV   	3.7	2.9	2.9	3.9	4.4	6.7	8.1	4.4	2.5	4.1	4.4	8.3	 Predict : 0.45	 Expected : 2.88	84.52%

 ***** Using MODEL #  2 Predictions ***** 
1	SMALL	3.2	2.6	4.5	4.5	4.4	4.7	5.4	5.5	4.6	4.9	7.0	12.7	 Predict : 0.45	 Expected : 3.18	85.79%
2	SMALL	3.1	2.7	5.4	3.8	4.2	10.1	6.0	8.8	3.1	6.2	7.2	6.7	 Predict : 1.08	 Expected : 3.81	71.56%
3	SMALL	3.3	4.3	5.4	6.0	6.1	8.0	7.1	6.6	2.5	5.0	11.0	11.1	 Predict : 0.60	 Expected : 3.25	81.64%
4	SMALL	6.6	4.9	5.3	5.7	5.1	5.1	20.5	8.3	3.2	8.0	10.6	17.4	 Predict : 2.81	 Expected : 4.10	31.48%
5	MID  	3.8	4.3	4.1	3.6	3.9	4.0	4.4	3.8	3.7	5.8	6.1	8.0	 Predict : 0.38	 Expected : 2.52	84.73%
6	MID  	2.3	1.7	2.0	2.0	2.1	2.7	2.6	1.5	2.4	4.4	3.5	5.9	 Predict : 0.31	 Expected : 1.71	81.89%
7	MID  	7.4	5.6	5.6	5.7	4.1	6.7	5.8	7.0	1.8	5.1	6.8	13.3	 Predict : 0.52	 Expected : 1.90	72.55%
8	RV   	4.8	3.3	4.5	3.5	2.4	3.0	4.4	4.1	4.7	4.2	5.4	7.3	 Predict : 0.29	 Expected : 2.26	87.01%
9	RV   	5.0	4.6	4.8	4.6	3.7	4.0	5.7	8.2	3.9	6.3	10.2	12.9	 Predict : 0.52	 Expected : 3.60	85.49%
10	RV   	5.8	6.0	6.4	8.2	7.6	13.2	14.3	3.4	2.7	3.7	4.2	9.4	 Predict : 0.02	 Expected : 1.64	98.75%
11	RV   	3.7	2.9	2.9	3.9	4.4	6.7	8.1	4.4	2.5	4.1	4.4	8.3	 Predict : 0.55	 Expected : 2.88	80.96%

 ***** Using MODEL #  3 Predictions ***** 
1	SMALL	3.2	2.6	4.5	4.5	4.4	4.7	5.4	5.5	4.6	4.9	7.0	12.7	 Predict : -0.76	 Expected : 3.18	124.03%
2	SMALL	3.1	2.7	5.4	3.8	4.2	10.1	6.0	8.8	3.1	6.2	7.2	6.7	 Predict : -0.96	 Expected : 3.81	125.24%
3	SMALL	3.3	4.3	5.4	6.0	6.1	8.0	7.1	6.6	2.5	5.0	11.0	11.1	 Predict : -0.45	 Expected : 3.25	113.71%
4	SMALL	6.6	4.9	5.3	5.7	5.1	5.1	20.5	8.3	3.2	8.0	10.6	17.4	 Predict : -1.74	 Expected : 4.10	142.45%
5	MID  	3.8	4.3	4.1	3.6	3.9	4.0	4.4	3.8	3.7	5.8	6.1	8.0	 Predict : -0.81	 Expected : 2.52	132.06%
6	MID  	2.3	1.7	2.0	2.0	2.1	2.7	2.6	1.5	2.4	4.4	3.5	5.9	 Predict : -0.59	 Expected : 1.71	134.26%
7	MID  	7.4	5.6	5.6	5.7	4.1	6.7	5.8	7.0	1.8	5.1	6.8	13.3	 Predict : -1.22	 Expected : 1.90	164.47%
8	RV   	4.8	3.3	4.5	3.5	2.4	3.0	4.4	4.1	4.7	4.2	5.4	7.3	 Predict : -0.72	 Expected : 2.26	131.82%
9	RV   	5.0	4.6	4.8	4.6	3.7	4.0	5.7	8.2	3.9	6.3	10.2	12.9	 Predict : -0.86	 Expected : 3.60	123.81%
10	RV   	5.8	6.0	6.4	8.2	7.6	13.2	14.3	3.4	2.7	3.7	4.2	9.4	 Predict : -1.68	 Expected : 1.64	202.38%
11	RV   	3.7	2.9	2.9	3.9	4.4	6.7	8.1	4.4	2.5	4.1	4.4	8.3	 Predict : -1.05	 Expected : 2.88	136.36%

 ***** Using MODEL #  4 Predictions ***** 
1	SMALL	3.2	2.6	4.5	4.5	4.4	4.7	5.4	5.5	4.6	4.9	7.0	12.7	 Predict : 0.99	 Expected : 3.18	68.85%
2	SMALL	3.1	2.7	5.4	3.8	4.2	10.1	6.0	8.8	3.1	6.2	7.2	6.7	 Predict : 0.88	 Expected : 3.81	77.03%
3	SMALL	3.3	4.3	5.4	6.0	6.1	8.0	7.1	6.6	2.5	5.0	11.0	11.1	 Predict : 1.14	 Expected : 3.25	64.78%
4	SMALL	6.6	4.9	5.3	5.7	5.1	5.1	20.5	8.3	3.2	8.0	10.6	17.4	 Predict : 2.19	 Expected : 4.10	46.65%
5	MID  	3.8	4.3	4.1	3.6	3.9	4.0	4.4	3.8	3.7	5.8	6.1	8.0	 Predict : 0.53	 Expected : 2.52	79.02%
6	MID  	2.3	1.7	2.0	2.0	2.1	2.7	2.6	1.5	2.4	4.4	3.5	5.9	 Predict : 0.24	 Expected : 1.71	86.24%
7	MID  	7.4	5.6	5.6	5.7	4.1	6.7	5.8	7.0	1.8	5.1	6.8	13.3	 Predict : 0.69	 Expected : 1.90	63.49%
8	RV   	4.8	3.3	4.5	3.5	2.4	3.0	4.4	4.1	4.7	4.2	5.4	7.3	 Predict : 0.61	 Expected : 2.26	73.13%
9	RV   	5.0	4.6	4.8	4.6	3.7	4.0	5.7	8.2	3.9	6.3	10.2	12.9	 Predict : 0.77	 Expected : 3.60	78.53%
10	RV   	5.8	6.0	6.4	8.2	7.6	13.2	14.3	3.4	2.7	3.7	4.2	9.4	 Predict : 0.97	 Expected : 1.64	40.61%
11	RV   	3.7	2.9	2.9	3.9	4.4	6.7	8.1	4.4	2.5	4.1	4.4	8.3	 Predict : 0.75	 Expected : 2.88	73.99%


#0 Model Average Error : 	79.10%
#1 Model Average Error : 	78.35%
#2 Model Average Error : 	139.14%
#3 Model Average Error : 	68.39%

average_prediction : [0.23023877292871475, 0.5051058679819107, 0.5103902518749237, 1.0344660431146622, 0.07756171375513077, 0.008665293455123901, 0.1867164522409439, 0.11614347994327545, 0.21565836668014526, 0.06998986843973398, 0.17395833134651184]
average_err : [92.75978701482029, 86.74262813695772, 84.29568455769466, 74.76912089964239, 96.92215421606623, 99.49325769268282, 90.17281830310822, 94.8609079671117, 94.0094898144404, 95.73232509513817, 93.95978016157946]

Model #1 : rmse [2.80268] // loss [7.85503]
Model #2 : rmse [2.89405] // loss [8.37551]
Model #3 : rmse [4.44691] // loss [19.77500]
Model #4 : rmse [2.37528] // loss [5.64193]

Average RMSE for 4 Models : 3.12973
Average LOSS for 4 Models : 10.41187
Average ERROR for 4 Models : 91.247%

***************************************************
** Number of Models : 4
** Number of Epoch : 1
** Number of Shuffle [for DATA] : 256
** Save Check Point every 1000 steps
***************************************************

 ******************************************************** Total End of Job ******************************************************** 


        ************************************************** 
        *****      Prediction for BIW RoofCrush      ***** 
        *****             SUNGHUN, CHANG             ***** 
        *****       TensorFlow version : 1.7.0       ***** 
        ************************************************** 
                  RUN DATE : 2018-06-02 19:51:22


        ** Default PATH : ./
        ** TRAIN : ./dataset\20180430_RC_Populated_DATA_Isolated_Train_Random.csv
        ** TEST : ./dataset\IsolatedTEST_20180430_Random.csv

         -- Number of DNN Models     : 4
         -- Number of Train Epoch    : 500
         -- Train DATA Batch Size    : 32
         -- Train DATA Shuffle Count : 256
         -- Check Point File Count   : 10
         -- Check Point Saving / Custom Logging Every 1000 Steps
         -- Display Weight and Bias  : False


MODEL #1 TRAINING IS DONE NORMALLY
MODEL #2 TRAINING IS DONE NORMALLY
MODEL #3 TRAINING IS DONE NORMALLY
MODEL #4 TRAINING IS DONE NORMALLY

*********************************
Evaluation results of 1st MODEL
   loss ---> 0.006589643191546202
   accuracy ---> 1.0
   global_step ---> 5622
   rmse ---> 0.08117661625146866
*********************************

*********************************
Evaluation results of 1st MODEL
   loss ---> 0.004480679053813219
   accuracy ---> 1.0
   global_step ---> 5622
   rmse ---> 0.0669378712773323
*********************************

*********************************
Evaluation results of 1st MODEL
   loss ---> 0.007629806641489267
   accuracy ---> 1.0
   global_step ---> 5622
   rmse ---> 0.08734876662492752
*********************************

*********************************
Evaluation results of 1st MODEL
   loss ---> 0.003462067572399974
   accuracy ---> 1.0
   global_step ---> 5622
   rmse ---> 0.0588393360376358
*********************************

 ***** Prediction on test file ***** 
 *****        1st MODEL        ***** 
1	SMALL	2.0	3.1	2.2	2.2	3.2	3.1	3.8	3.8	0.6	3.8	4.6	7.8	 Index ---> 3.66
